#,Title,Authors,Barcode,Call No,ISBN,Status,Patron Status,Hold Status
9861,"Time of the witches","Myers, Anna",33124085414810,F MYE,9780545228633,In,0,No Hold
9862,"Time of transition","Baldwin, Douglas",33124092800753,971.0633 BAL,9781553882534,In,0,No Hold
9863,"Time of turmoil","Baldwin, Douglas",33124092800761,971.0632 BAL,9781553882510,In,0,No Hold
9864,"Time riders.","Scarrow, Alex",33124109707603,F SCA,0141326921,In,0,No Hold
9865,"Time stops for no mouse","Hoeye, Michael",33124046430053,F HOE,9780142409848,In,0,No Hold
9866,"Time, tides and revolutions","Brasch, Nicolas",33124106057614,520 BRA,9781420268973,In,0,No Hold
9867,"A time to be brave","Kleitsch, Christel",456936,F KLE,920303269,In,0,No Hold
9868,"A time to dance","Venkatraman, Padma",33124102656336,F VEN,147514401,In,0,No Hold
9869,"The time traveler's wife : a novel","Niffenegger, Audrey",33124027478303,F NIF,676976336,In,0,No Hold
9870,"The timechart history of war","Author, Unknown",33124092307155,355 TIM,681603186,In,0,No Hold
9871,"The timeline history of hockey","Podnieks, Andrew",33124074242438,796.962 POD,9781849310451,In,0,No Hold
9872,"The timeline of Native Americans : the ultimate guide to North America's indigenous peoples","O'Brien, Greg",33124093791019,970.004 OBR,9781592238613,In,0,No Hold
9873,"Timequake","Vonnegut, Kurt",33124085417888,F VON,0425164349,In,0,No Hold
9874,"Times past : 1885","Baum, Daniel Jay",1870757,971 .054 BAU,0920702775,In,0,No Hold
9875,"Times past : 1900","Baum, Daniel Jay",1870767,971 .056 BAU,092070283,In,0,No Hold
9876,"Times past : 1917","Baum, Daniel Jay",1870772,971 .0612 BAU,920702791,In,0,No Hold
9877,"Times past : 1933","Baum, Daniel Jay",33124049734022,971 .062 BAU,0920702759,In,0,No Hold
9878,"Times past : 1947","Baum, Daniel Jay",33124049733925,971 .0632 BAU,920702813,In,0,No Hold
9879,"The tin drum","Grass, Günter",33124070118004,F GRA,9780547339108,In,0,No Hold
9880,"The tin princess","Pullman, Philip",33124039092282,F PUL,679876154,In,0,No Hold
9881,"Tin star","Castellucci, Cecil",33124101582475,F CAS,1596437758,In,0,No Hold
9882,"A tinfoil sky","Sand-Eveland, Cyndi",33124083408566,F SAN,9781770495104,In,0,No Hold
9883,"Tinkering : kids learning by making stuff","Gabrielson, Curt",33124101580156,507.8 GAB,9781680450385,In,0,No Hold
9884,"Tinkers","Harding, Paul",33124070326086,F HAR,9781554689866,In,0,No Hold
9885,"Tiny little rocket","Collingridge, Richard",33124111947189,E COL,1338189492,In,0,No Hold
9886,"Tip-off : how the 1984 NBA draft changed basketball forever","Bondy, Filip",33124118823193,796.323 BON,9780306816123,In,0,No Hold
9887,"The tipping point : how little things can make a big difference","Gladwell, Malcolm",2346728,302 GLA,316346624,Lost/Missing,0,No Hold
9888,"Tis : a memoir","McCourt, Frank",33124013726806,973 .049 MCC,9780605385382,In,0,No Hold
9889,"Titan clash","Brouwer, Sigmund",33124049729048,F BRO,9780605186606,In,0,No Hold
9890,"The Titanic","Sherrow, Victoria",2230387,910 .91634 SHE,1560064722,In,0,No Hold
9891,"Titanic : a nonfiction companion to Tonight on the Titanic","Osborne, Will",33124093783529,910.91634 OSB,0439540151,In,0,No Hold
9892,"The Titanic, lost-- and found","Donnelly, Judy",33124102654570,910.452 DON,9780800030858,Lost/Missing,0,No Hold
9893,"The Titanic : the extraordinary story of the unsinkable ship","Tibballs, Geoff",1790064,910.91634 TIB,1551920913,In,0,No Hold
9894,"Titanic : the tragedy that shook the world : one century later","Author, Unknown",33124096021166,910.9163 TIT,1603202137,In,0,No Hold
9895,"Titanic young survivors","Zullo, Allan",33124100188324,910.452 ZUL,9780545333153,In,0,No Hold
9896,"Tithe : a modern faerie tale","Black, Holly",23124003518405,F BLA,9780689867040,In,0,No Hold
9897,"Titian","Author, Unknown",33124041266445,759.5 TIT TIT,847828115,In,0,No Hold
9898,"Titian, Sacred and profane love","Zeri, Federico",33124015989592,759.5 TIT ZER,1553210115,In,0,No Hold
9899,"Titus Andronicus","Shakespeare, William",33124059828607,822.33 U7 MAX,041647280,In,0,No Hold
9900,"To all the boys I've loved before","Han, Jenny",33124103243332,F HAN,9781534438378,In,0,No Hold
9901,"To all the boys I've loved before","Han, Jenny",33124110652400,F HAN,9781534438378,In,0,No Hold
9902,"To burp or not to burp : a guide to your body in space","Williams, Dafydd Rhys",33124107552332,612 WIL,9781554518531,In,0,No Hold
9903,"To dance : a memoir","Siegel, Siena Cherson",33124046429758,792.8092 SIE,9780605102422,In,0,No Hold
9904,"To die or not to die?","Lobdell, Scott",33124046431218,F LOB,9781597070621,In,0,No Hold
9905,"To hope and back : the journey of the St. Louis","Kacer, Kathy",33124083408616,940.5318 KAC,9781897187968,In,0,No Hold
9906,"To kill a mockingbird","Lee, Harper",33124040856022,F LEE,60935464,In,0,No Hold
9907,"To root, to toot, to parachute : what is a verb?","Cleary, Brian P.",1889420,428.2 CLE,439326818,In,0,No Hold
9908,"To stand and fight together : Richard Pierpoint and the Coloured Corps of Upper Canada","Pitt, Steve",33124093793841,971.3004 PIE PIT,9781550027310,In,0,No Hold
9909,"To the top of Everest","Skreslet, Laurie",1889861,796.522 SKR,9780605385634,In,0,No Hold
9910,"The A to Z of everday things","Weaver, Janice",33124070324727,031.02 WEA,887766714,In,0,No Hold
9911,"Tobacco and nicotine","Burgan, Michael",33124093789732,613.85 BUR,9781627123815,In,0,No Hold
9912,"Today I am : 10 stories of belonging","Author, Unknown",33124127650686,F TOD,9781443192354,In,0,No Hold
9913,"Today I am : 10 stories of belonging","Author, Unknown",33124127897352,F TOD,9781443192354,In,0,No Hold
9914,"Today is Halloween!","Hallinan, P. K",33124096021356,E HAL,824953061,In,0,No Hold
9915,"Today the world is watching you : the Little Rock Nine and the fight for school integration, 1957","Magoon, Kekla",33124083409085,323.092 MAG,9780761357674,In,0,No Hold
9916,"Tokyo ghoul","Ishida, Sui",33124097596562,F ISH,1421580411,Lost/Missing,0,No Hold
9917,"Tokyo ghoul","Ishida, Sui",33124090480707,F ISH,1421580411,Lost/Missing,0,No Hold
9918,"Tokyo ghoul","Ishida, Sui",33124090480715,F ISH,1421580411,Lost/Missing,0,No Hold
9919,"Tolkien : the illustrated encyclopedia","Day, David",33124016044256,823 TOL DAY,684839792,In,0,No Hold
9920,"Tom Clancy's EndWar : the hunted","Michaels, David",33124058114918,F MIC,9780425237717,Out,0,No Hold
9921,"Tom Clancy's Op-center : out of the ashes","Couch, Dick",33124074242305,F COU,9781250026835,In,0,No Hold
9922,"Tom Sawyer","Thomas, Maurice Walton",187230,F TWA,0175552045,In,0,No Hold
9923,"Tommy Douglas","Waiser, W. A",33124054037345,971.24 DOU WAI,1550419447,In,0,No Hold
9924,"Tommy Douglas","Lam, Vincent",33124110650594,971.24 DOU LAM,9780670068517,In,0,No Hold
9925,"Tommy Douglas","Pezzi, Bryan",33124093793536,971.24 DOU PEZ,9781553883210,In,0,No Hold
9926,"Tommy Douglas : building the new society","Margoshes, Dave",33124054037782,971. 2403 092,0968360149,In,0,No Hold
9927,"Tommy Traveler in the world of black history","Feelings, Tom",933415,F FEE,863162029,In,0,No Hold
9928,"The tommyknockers","King, Stephen",33124049737819,F KIN,399133143,In,0,No Hold
9929,"Tom's clockwork dragon","Emmett, Jonathan",33124046425467,E EMM,9780192763358,In,0,No Hold
9930,"Tonight on the Titanic","Osborne, Mary Pope",33124085413846,F OSB,0439086728,Out,0,No Hold
9931,"Tonight on the Titanic","Osborne, Mary Pope",33124084354157,F OSB,9780800001230,In,0,No Hold
9932,"Tony Hawk","Armentrout, David",33124085394939,796.22092 HAW ARM,159515129,In,0,No Hold
9933,"Too fat? too thin? : the healthy eating handbook","Sayer, Melissa",33124093789351,613 SAY,9780778744054,In,0,No Hold
9934,"Too good to be true : Toronto in the 1920s","White, Randall",33124092801546,971.3541 WHI,1550021974,In,0,No Hold
9935,"Too many men","Schultz Nicholson, Lorna",33124046423074,F SCH,9781550289497,In,0,No Hold
9936,"Too young to escape : a Vietnamese girl waits to be reunited with her family","Ho, Van",33124114968802,959.7044 HO SKR,9781772780666,In,0,No Hold
9937,"Too young to fight : memories from our youth during WWII","Author, Unknown",2318179,940 .531 61 TOO,1550050907,In,0,No Hold
9938,"Top dogs : true stories of canines that made history","MacLeod, Elizabeth",33124107615931,636.7 MAC,9781554519071,In,0,No Hold
9939,"Top ten ways to die","Dixon, Franklin W",33124070326342,F DIX,1416908463,In,0,No Hold
9940,"Torgor the minotaur","Blade, Adam",33124084354231,F BLA,9780545200318,In,0,No Hold
9941,"Torn from Troy","Bowman, Patrick",33124054039465,F BOW,9781553801108,In,0,No Hold
9942,"Torn from Troy","Bowman, Patrick",33124054039580,F BOW,9781553801108,In,0,No Hold
9943,"Toronto","Author, Unknown",33124093793908,917.13541 LEG,9781553801111,In,0,No Hold
9944,"Toronto","Lloyd, Tanya",33124013731103,917.13541 LLO,886653673,In,0,No Hold
9945,"Toronto","Lloyd, Tanya",33124100186328,971.3541 LLO,886653673,In,0,No Hold
9946,"A Toronto album 2 : more glimpses of the city that was","Filey, Mike",33124096019236,971.3541 FIL,1550023934,In,0,No Hold
9947,"Toronto Argonauts","Pratt, Laura",33124092798478,796.335 PRA,9781770714434,In,0,No Hold
9948,"Toronto between the wars : life in the city 1919-1939","Cotter, Charis",33124093790151,971.354103 COT,1552978990,In,0,No Hold
9949,"Toronto disasters : devastation and tragedies that made the headlines","Horibe, Kathlyn",33124043350353,971.3541 HOR,155439032,In,0,No Hold
9950,"Toronto illustrated 1893 : its growth, resources, commerce, manufacturing interests, financial institutions, educational advantages and prospects ; also sketches of the leading business concerns which contribute to the city's progress and prosperity. A brief history of the city from foundation to the present time.","Author, Unknown",33124083462258,971.3541 TOR,1551165570,In,0,No Hold
9951,"Toronto Maple Leafs","Cruickshank, Don",33124104013197,796.96264 CRU,9781770716445,In,0,No Hold
9952,"Toronto Maple Leafs","Cruikshank, Don",33124057942293,796.96264 CRU,9781553882671,In,0,No Hold
9953,"The Toronto Maple Leafs : the stories & players behind the legendary team","Poulton, Jay Alexander",33124041752279,796.962 POU,9781897277164,In,0,No Hold
9954,"Toronto, no mean city","Arthur, Eric Ross",33124092795847,971.3541 ART,802065872,In,0,No Hold
9955,"Toronto Raptors","Skogen, J. M",33124092800670,796.323 SKO,9781629201764,In,0,No Hold
9956,"Toronto since 1918 : an illustrated history","Lemon, James T",33124059821479,971 .3541 LEM,0888627386,In,0,No Hold
9957,"Toronto sketches 10","Filey, Mike",33124074243568,971.3541 FIL,1554887801,In,0,No Hold
9958,"The Toronto story","Mackay, Claire",33124013731194,971.3 MAC,1550377639,In,0,No Hold
9959,"The Toronto story","Mackay, Claire",720149,971 .3541 MACK,1550371371,Lost/Missing,0,No Hold
9960,"Toronto women : changing faces, 1900-2000 : a photographic journey","MacDonald, Jeanne",33124024917360,305 .4 0971 3541 MACD,1896973043,In,0,No Hold
9961,"Toronto's many faces : a guide to the media, museums, restaurants, festivals, monuments, prominent citizens & shops of more than 60 cultural communities in the city","Ruprecht, Tony",2370261,971 .3541 RUP,1550822012,In,0,No Hold
9962,"The tortoise and the dare","Deary, Terry",33124046430475,F DEA,9780713682205,In,0,No Hold
9963,"The toss of a lemon","Viswanathan, Padma",33124070326060,F VIS,9780307356338,In,0,No Hold
9964,"The total motorcycling manual : 291 essential skills","Lindemann, Mark",33124074243485,629.2275 LIN,1616286075,In,0,No Hold
9965,"Totally human : why we look and act the way we do","Nicolson, Cynthia Pratt",33124054038400,576.8 NIC,9780605503731,In,0,No Hold
9966,"Totem poles : an illustrated guide","Halpin, Marjorie M.",933529,731 .462 HAL,774801387,In,0,No Hold
9967,"Touch and feel : Christmas","Author, Unknown",33124100186625,E TOU,439987431,In,0,No Hold
9968,"A touch of the zebras","Sadu, Itah",33124049728826,E SAD,986638846,In,0,No Hold
9969,"Tough trails","Morck, Irene",33124020337910,F MOR,29542472,In,0,No Hold
9970,"Tough trails","Morck, Irene",33124046429980,F MOR,1551432714,In,0,No Hold
9971,"Toulouse-Lautrec, At the Moulin rouge","Zeri, Federico",33124015989634,759.4 TOU ZER,1553210174,In,0,No Hold
9972,"Touring, trekking, and traveling green : careers in ecotourism","Dakers, Diane",33124082001867,338.4791 DAK,9780778748595,In,0,No Hold
9973,"Tower of dawn","Maas, Sarah J.",33124103243837,F MAA,9781639731053,In,0,No Hold
9974,"Tower of treasure","Chantler, Scott",33124090480798,F CHA,9781554534142,In,0,No Hold
9975,"Towers","Mooney, Carla",33124106059297,624 MOO,9781773080444,In,0,No Hold
9976,"Towers and tunnels","Kaner, Etta",1789281,624 .19 KAN,1550742183,In,0,No Hold
9977,"Towers falling","Rhodes, Jewell Parker",33124110971412,F RHO,9781338120547,In,0,No Hold
9978,"Town boy","Lat",33124054036685,F LAT,9780605163898,In,0,No Hold
9979,"Traces of what was","Rotschild-Galerkin, S. Z",33124118825479,940.5318 ROT,9781897470442,In,0,No Hold
9980,"Tractor","Bingham, Caroline",33124100188613,631.372 BIN,756602173,In,0,No Hold
9981,"Tractors and farm vehicles","Coppendale, Jean",33124106913360,629.2252 COP,155407620,In,0,No Hold
9982,"Trade and commerce in the early Islamic world","Lassieur, Allison",33124092305886,940.1 LAS,9780778721796,In,0,No Hold
9983,"Trade and global impact","Matthews, Sheelagh",33124083412667,382.0971 MAT,9781553886938,In,0,No Hold
9984,"Trade routes","Nault, Jennifer",33124106060196,971 NAU,9781553882213,In,0,No Hold
9985,"Traditional tales from North America","Parker, Vic",1889706,398.2097 PAR,193064339,In,0,No Hold
9986,"Traditional tales from the Caribbean","Parker, Vic",1889567,398.209 729 PAR,9781930643369,In,0,No Hold
9987,"Traditions and celebrations","Ricketts, Nicole",33124110651428,305.896 RIC,9781770588257,In,0,No Hold
9988,"Traffick","Hopkins, Ellen",33124109647726,F HOP,1442482877,In,0,No Hold
9989,"The tragedy of Macbeth","Shakespeare, William",33124058118133,822.33 T5 MOW,0671722751,In,0,No Hold
9990,"The tragedy of Macbeth","Shakespeare, William",33124058117937,822.33 T5 MOW,0671722751,In,0,No Hold
9991,"The tragedy of Othello, the Moor of Venice : with new and updated critical essays and a revised bibliography","Shakespeare, William",33124013728174,822.33 T7 KER,9780605352513,In,0,No Hold
9992,"The tragedy paper","LaBan, Elizabeth",33124101580891,F LAB,9780307930484,In,0,No Hold
9993,"The trailblazing life of Viola Desmond : a civil rights icon","Kehoe, Rachel",33124127650546,323 DES KEH,9781459833975,Out,0,No Hold
9994,"The train of lost things","Paquette, Ammi-Joan",33124106912933,F PAQ,9781524739393,In,0,No Hold
9995,"Trains","Author, Unknown",33124096021059,625.2 TRA,9781524739396,In,0,No Hold
9996,"Trainspotting","Welsh, Irvine",33124049733214,F WEL,0099465892,In,0,No Hold
9997,"Traitor angels","Blankman, Anne",33124101582285,F BLA,9780062278876,In,0,No Hold
9998,"Transcendent","Livingston, Lesley",33124101583283,F LIV,9781443407717,In,0,No Hold
9999,"Transcendent","Livingston, Lesley",33124110652251,F LIV,9781443407717,In,0,No Hold
10000,"Transcendent kingdom : a novel","Gyasi, Yaa",33124118823938,F GYA,9780385695176,In,0,No Hold
10001,"Transcendent kingdom : a novel","Gyasi, Yaa",33124097604978,F GYA,9780385695176,In,0,No Hold
10002,"Transformed : how everyday things are made","Slavin, Bill",33124035305944,670 SLA,1553371798,In,0,No Hold
10003,"Transition game : how Hoosiers went hip-hop","Wertheim, L. Jon",33124049738023,796.323 WER,0399152504,In,0,No Hold
10004,"The translator : a tribesman's memoir of Darfur","Hari, Daoud",33124049730400,962.404 HAR,9780385666152,In,0,No Hold
10005,"Transparent : love, family, and living the T with transgender teenagers","Beam, Cris",33124049737181,306.768 BEA,0156033771,In,0,No Hold
10006,"Transphobia : deal with it and be a gender transcender","Skelton, J Wallace",33124103894159,306.768 SKE,9781459407664,In,0,No Hold
10007,"The trap door","McMann, Lisa",33124085415437,F MCM,9780605590823,In,0,No Hold
10008,"Trapped in ice","Walters, Eric",33124100188662,F WAL,9780670875429,In,0,No Hold
10009,"Trash talk! : moving toward a zero-waste world","Mulder, Michelle",33124099805250,363.72 MUL,1459830016,In,0,No Hold
10010,"Travel and trade in the Middle Ages","Macdonald, Fiona",33124043353399,940.1MACD,0836858999,In,0,No Hold
10011,"The travels of Francisco Pizarro","Bergen, Lara Rice",1890228,985.02 PIZ BER,739814893,In,0,No Hold
10012,"The travels of Henry Hudson","Mattern, Joanne",1890262,971.0114 HUD MAT,739814834,In,0,No Hold
10013,"The travels of Hernán Cortes","Crisfield, Deborah",1890256,972.02 COR CRI,739814885,In,0,No Hold
10014,"The travels of Lewis & Clark","Bergen, Lara Rice",1890223,973.4 LEW BER,739814869,In,0,No Hold
10015,"Travels of Thelonious","Schade, Susan",33124058453357,F SCH,9780605145504,In,0,No Hold
10016,"The treason of Isengard","Tolkien, John Ronald Reuel",33124046429378,F TOL,0261102206,In,0,No Hold
10017,"Treasure Island","Ward, Ann",33124013728091,F STE,0582416787,In,0,No Hold
10018,"Treasure Island","John, Rowland",1789087,F STE,0582537320,In,0,No Hold
10019,"Treasure Island","John, Rowland",1789081,F STE,0582537320,In,0,No Hold
10020,"Treasures of China : an armchair journey to over 340 legendary landmarks","Author, Unknown",33124058119503,951 TRE,9622580793,Out,0,No Hold
10021,"Treasury of Egyptian mythology : classic stories of gods, goddesses, monsters & mortals","Napoli, Donna Jo",33124074240556,299.31 NAP,1426313802,In,0,No Hold
10022,"Treaties, trenches, mud, and blood","Hale, Nathan",33124097596125,940.3 HAL,9781419708084,In,0,No Hold
10023,"A tree grows in Brooklyn","Smith, Betty",33124085416773,F SMI,60736267,In,0,No Hold
10024,"Tree of cranes","Say, Allen",1084270,E SAY,9780547248301,In,0,No Hold
10025,"Tree of life : the incredible biodiversity of life on earth","Strauss, Rochelle",33124038891106,578.012 STR,9780605058774,In,0,No Hold
10026,"Tree of souls : the mythology of Judaism","Schwartz, Howard",33124038897319,296.1 SCH,195086791,In,0,No Hold
10027,"Trees of Ontario, including tall shrubs","Kershaw, Linda J.",33124043353720,582.16 KER,1551052741,In,0,No Hold
10028,"Trees of the United States and Canada.","Author, Unknown",33124033378562,582.16 TRE,0716642085,In,0,No Hold
10029,"Tremor","Carman, Patrick",33124102025987,F CAR,9780062085818,In,0,No Hold
10030,"Trenches","Deary, Terry",33124096017792,940.4144 DEA,9780545985673,In,0,No Hold
10031,"Trends","Author, Unknown",33124083412295,306.0971 TRE,9781770716728,In,0,No Hold
10032,"Trent's last case","Bentley, Edmund Clerihew",200513,F BEN,1419191063,In,0,No Hold
10033,"Trent's last case","Black, Edward Loring",187872,F BEN,175552649,In,0,No Hold
10034,"Trial by fire : a Riley Donovan mystery","McClintock, Norah",33124101583390,F MCC,9781459809369,In,0,No Hold
10035,"Trials of death","Shan, Darren",33124046420286,F SHA,1554680662,Out,0,No Hold
10036,"Trials of death","Shan, Darren",33124020340682,F SHA,316603678,In,0,No Hold
10037,"Triangle","Barnett, Mac",33124108125443,E BAR,9780605956889,In,0,No Hold
10038,"The Triassic dinosaurs","Matthews, Rupert",33124013728646,567.9 MAT,9781567116007,In,0,No Hold
10039,"Tricks","Hopkins, Ellen",33124109647759,F HOP,9781416950073,In,0,No Hold
10040,"Trickster : Native American tales : a graphic collection","Author, Unknown",33124058451864,F TRI,9781555917241,In,0,No Hold
10041,"Trickster's choice","Pierce, Tamora",33124028660602,F PIE,375814663,In,0,No Hold
10042,"Trickster's queen","Pierce, Tamora",33124020343470,F PIE,375814671,In,0,No Hold
10043,"Trillion the three-headed lion","Blade, Adam",33124084354405,F BLA,9780545132664,In,0,No Hold
10044,"Trillium","Lemire, Jeff",33124097596364,F LEM,9781401249007,In,0,No Hold
10045,"Triple threat","Walters, Eric",33124070117071,F WAL,9780605071223,In,0,No Hold
10046,"The Trojan horse","Cooper, Gilly Cameron",33124046430301,398.2 COO,9780836877502,In,0,No Hold
10047,"Tropic of the sea","Kon, Satoshi",33124097596844,F KON,1939130069,In,0,No Hold
10048,"Tropical forests","Jackson, Tom",33124034593995,577.34 JAC,1410900185,In,0,No Hold
10049,"Tropical grasslands","Morgan, Ben",33124034593946,577.48 MOR,739855166,In,0,No Hold
10050,"Trotsky : a graphic biography","Geary, Rick",33124097596174,947.084 TRO GEA,9780809095087,In,0,No Hold
10051,"Trouble","Pratt, Leonie",33124101583002,F PRA,9781442497726,In,0,No Hold
10052,"Trouble at the arcade","Dixon, Franklin W",33124090479964,F DIX,9781416991649,In,0,No Hold
10053,"Trouble is a friend of mine","Tromly, Stephanie",33124102809224,F TRO,9780147515438,In,0,No Hold
10054,"The trouble with the Johnsons","Teague, Mark",1166680,E TEA,0590423940,In,0,No Hold
10055,"Troy High","Norris, Shana",33124058451377,F NOR,0810946475,In,0,No Hold
10056,"Troy : the myth and reality behind the epic legend","McCarty, Nick",33124098474363,939.21 MCC,9781404213654,Lost/Missing,0,No Hold
10057,"Tru detective","McClintock, Norah",33124102026076,F MCC,9781459803794,In,0,No Hold
10058,"Truce : the day the soldiers stopped fighting","Murphy, Jim",33124103243050,940.421 MUR,9780545226288,In,0,No Hold
10059,"The Trudeau era","Baldwin, Douglas",33124092800134,971.0644 BAL,1553882547,In,0,No Hold
10060,"The true and outstanding adventures of the Hunt sisters : a novel","Robinson, Elisabeth",33124028662699,F ROB,316735027,In,0,No Hold
10061,"True believer","Wolff, Virginia Euwer",33124049736894,F WOL,689852886,In,0,No Hold
10062,"True believer","Sparks, Nicholas",33124034033018,F SPA,446532436,In,0,No Hold
10063,"True believer","Sparks, Nicholas",33124049732687,F SPA,9780446618151,Out,0,No Hold
10064,"True Canadian disaster stories","Butts, Edward",33124093791621,904 BUT,1552677060,In,0,No Hold
10065,"True Canadian ghost stories","Colombo, John Robert",33124092306892,F TRU SS,1552674142,In,0,No Hold
10066,"True Canadian heroes in the air","Bishop, William Arthur",33124020342993,358.4 BIS,1552678679,In,0,No Hold
10067,"True confessions of a heartless girl","Brooks, Martha",33124013730444,F BRO,888994761,In,0,No Hold
10068,"A true home","George, Kallie",33124107615709,F GEO,9781443443937,In,0,No Hold
10069,"True-life treasure hunts","Donnelly, Judy",1788404,930.1 DON,0679839801,In,0,No Hold
10070,"True---(sort of)","Hannigan, Katherine",33124109707280,F HAN,9780605501232,In,0,No Hold
10071,"True stories","Atwood, Margaret Eleanor",1870799,819 .12 ATW,019540369,In,0,No Hold
10072,"The true story of the 3 little pigs","Scieszka, Jon",33124058115105,E SCI,9780780418820,In,0,No Hold
10073,"The true story of Trapper Jack's left big toe","Wallace, Ian",33124023742686,E WAL,088899415,In,0,No Hold
10074,"Trust no one","Park, Linda Sue",33124085415338,F PAR,9780605576469,In,0,No Hold
10075,"The truth","Pratchett, Terry",33124118825792,F PRA,9780552167635,In,0,No Hold
10076,"Truth","Kyi, Tanya Lloyd",33124020337969,F KYI,155143265,In,0,No Hold
10077,"Truth","Kyi, Tanya Lloyd",33124049729600,F KYI,155143265,In,0,No Hold
10078,"The truth about cocaine","Orr, Tamra",33124093790516,616.8647 ORR,9781477718971,In,0,No Hold
10079,"The truth about Delilah Blue : a novel","Cohen, Tish",33124070325997,F COH,9781554685875,In,0,No Hold
10080,"The truth about Truman School","Butler, Dori Hillestad",33124058454637,F BUT,9781554551255,In,0,No Hold
10081,"Truth and lies","Williams, Tamara L",33124059825835,F WIL,1550287567,In,0,No Hold
10082,"Truth and lies","McClintock, Norah",33124028660511,F MCC,0439969190,In,0,No Hold
10083,"Truth and reconciliation","Rose, Simon",33124116059543,970.5 ROS,9781773081243,In,0,No Hold
10084,"Truth and Reconciliation in Canadian schools","Toulouse, Pamela Rose",33124116037903,970.4 TRU,9781553797456,In,0,No Hold
10085,"Truth & Bright Water","King, Thomas",1870126,F KIN,2255030,In,0,No Hold
10086,"The Truth Commission : a novel","Juby, Susan",33124099804741,F JUB,670067598,In,0,No Hold
10087,"The truth machine","Whitney, Norman",1789594,F WHI,435271768,In,0,No Hold
10088,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058115865,F CLA,978034550580420,In,0,No Hold
10089,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116012,F CLA,978034550580420,In,0,No Hold
10090,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116210,F CLA,978034550580420,In,0,No Hold
10091,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116152,F CLA,978034550580420,In,0,No Hold
10092,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116038,F CLA,978034550580420,In,0,No Hold
10093,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058115972,F CLA,978034550580420,In,0,No Hold
10094,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058115824,F CLA,978034550580420,In,0,No Hold
10095,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116319,F CLA,978034550580420,In,0,No Hold
10096,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116111,F CLA,978034550580420,Lost/Missing,0,No Hold
10097,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116277,F CLA,978034550580420,In,0,No Hold
10098,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116376,F CLA,978034550580420,In,0,No Hold
10099,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116194,F CLA,978034550580420,In,0,No Hold
10100,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058115964,F CLA,978034550580420,In,0,No Hold
10101,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116061,F CLA,978034550580420,In,0,No Hold
10102,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116046,F CLA,978034550580420,In,0,No Hold
10103,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116327,F CLA,978034550580420,In,0,No Hold
10104,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058115915,F CLA,978034550580420,Out,0,No Hold
10105,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116293,F CLA,978034550580420,In,0,No Hold
10106,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116228,F CLA,978034550580420,In,0,No Hold
10107,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058115873,F CLA,978034550580420,In,0,No Hold
10108,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116202,F CLA,978034550580420,In,0,No Hold
10109,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116145,F CLA,978034550580420,In,0,No Hold
10110,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124058116368,F CLA,978034550580420,In,0,No Hold
10111,"Tsubasa. Reservoir chronicle /","CLAMP, Mangaka group",33124097615578,F CLA,978034550580420,In,0,No Hold
10112,"Tsubasa. volume 1 / Reservoir chronicle,","CLAMP, Mangaka group",33124103244793,F CLA,03454705751,In,0,No Hold
10113,"Tsubasa. 3 / Niraikanai.,","CLAMP (Mangaka group), Mangaka group",33124109647403,F CLA,9781632362940,In,0,No Hold
10114,"Tumblr : how David Karp changed the way we blog","Jackson, Aurelia",33124092801553,338.7 KAR JAC,9781422231869,In,0,No Hold
10115,"Tune in Tomorrow","Tomorrow, Tom",33124038896220,973.92 TOM,312113447,In,0,No Hold
10116,"The tunnel king : the true story of Wally Floody and the great escape","Hehner, Barbara",33124027481448,940.5472 FLO HEH,6394779,In,0,No Hold
10117,"Tunnels","Bjornlund, Lydia",33124106114431,624.193 BJO,9781773080178,In,0,No Hold
10118,"Tunnels of blood","Shan, Darren",33124027478444,F SHA,439974089,In,0,No Hold
